N
6
G
6
D
32,32
C
10
S
18,3
16,3
2,15
31,15
2,25
31,25
P
16,31
16,30
16,32
16,29
18,32
18,31
F
17,15
16,15
32,7
1,7
17,11
16,11
M
50,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,50,50
50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50
50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50
50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,50,50,50,50,50,1,1,1,1,1
1,1,1,1,1,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,50,50,50,50,50,1,1,1,1,1
1,1,1,1,1,50,50,50,50,50,1,1,1,1,1,50,50,1,1,1,1,1,50,50,50,50,50,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1
1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1
1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1
1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1
1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,50,50,50,50,50,1,1,1,1,1,50,50,1,1,1,1,1,50,50,50,50,50,1,1,1,1,1
1,1,1,1,1,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,50,50,50,50,50,1,1,1,1,1
1,1,1,1,1,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,50,50,50,50,50,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50
50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50
50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50
50,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,50,50
