N
15
G
15
D
50,50
C
10
S
24,37
31,46
13,12
36,34
50,48
17,8
21,28
2,44
45,25
11,37
35,24
9,40
45,8
47,1
12,36
P
35,14
17,5
3,38
17,27
48,34
34,12
41,26
22,36
28,13
4,30
34,30
27,24
17,22
39,50
14,40
F
7,2
12,8
34,18
26,35
30,26
39,35
16,42
1,42
6,43
40,8
31,47
32,3
35,13
28,12
46,19
M
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1
1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,50,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,50,1,1,1,1
1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,50,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1
1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,50,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,1,1,50,1,1,50,1,1,1,1,1,50
1,1,1,1,1,1,1,50,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,50,1,1,1,1,1,1,1,50,1,1,1,50,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,50,1,1
1,1,50,1,1,1,1,1,1,1,50,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,50,1,50,1,1,1,1,1,1,1,1,1,1,1
1,1,1,50,1,1,50,50,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,50,1,50,1,1,1,1,1,1,1
50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1
1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,50,1,50,1,1,1,50,1,1,1,1,1,50,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,50,1,1,50,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,50,1,1,50,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,50,1,1,1,1,1,50,1,1,50,1,1,1,1,50,1,1,1,1,50,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,50,1,1,1,1,1,50,50,1,50,1,1,1,1,1,1,1,1,1,1,1,50,50,1,50,1,1,50,1,1,1,50,1,1,1,1,1,50,1,1,50,1,1,1
1,50,1,1,50,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,50,1
50,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,50,1,1,1,1,1,1,50,1,1,1,1,1,1,50,1,1,1,50,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1
1,1,1,1,50,1,1,1,1,50,1,1,1,1,1,1,50,1,1,1,1,50,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50
50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,50
1,1,1,1,50,1,1,1,1,50,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1
1,1,1,1,1,1,50,50,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1
